,Review_Text,Rating,Persona,Age,Item_Name
1620,"These are the comfiest leggings I have EVER purchased. I was so excited to have so comfy leggings to lounge around in... Or so I thought. I am on my third pair of these and every single pair I have gotten have 1. Pilled super bad after a handful of times wearing them (No running was done in them) 2. Gotten small holes in fabric in places that have never ripped before. When I tried to get a new pair at a store, the young lady working was accusing me of running in them (which I DON'T), not following the wash instructions (which I DO), and insisted on telling me that I am too active in them..? I thought to myself ""aren't leggings for activities like yoga and being active?"" I am very disappointed with Lululemon for their employees and the quality of the leggings.",1,,18-24,"Align Pant 28"""
1621,"These fit true to size and feel like a second skin. Absolutely my favourites. They don't dig in, generally stay in place and feel amazing.",5,,,"Align Pant 28"""
1622,"I normally love lulu's and would give a 5 star review. This review only has to do with this particular order. My mom gets me a pair of lulu's every year for my birthday (Dec 28) . I've been meaning to get in touch with you (I've been up on a mountain skiing until yesterday), because the pair I received has a ""run"" in them.",1,SWEATY GENERALIST,18-24,"Align Pant 28"""
1623,I loved these so much. I owned them for less than a month total. First time I bought them in store then I noticed threads were coming loose after one wear. Customer service was great and had me ship them back in exchange for store credit.,3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1624,"I have two pairs of these tights and love the soft feel and the fit. However, the pilling on the in thighs is unreal. My boyfriend even noticed the pilling from behind and mentioned it to me. I have follow the washing instructions each time, yet these pants have barely last a couple of months. I love these tights, but the pilling is embarrassing and unjustifiable for the price.",3,SWEATY GENERALIST,18-24,"Align Pant 28"""
1625,"First of all, I love these leggings. (At first) They are the softest, comfiest, best fitting, and most flattering leggings I've ever worn. I bought a pair of these leggings a few years back and I only wore them about one or two times every week. After a year, the pilling was so bad and noticeable that I couldn't wear them anymore and I decided to wait before buying a new pair. I bought a new pair this fall and it has only been a couple months, but they are already pilling like crazy. I don't know if the fabric has changed or what, but for the price of these leggings, I expect them to last much longer before this happens and it's really disappointing. I already need a new pair because these are my favorite leggings, but I can't justify spending another $100 for them.",3,YOGI,18-24,"Align Pant 28"""
1626,"These are super comfy and soft, however after the first wash they loose the certain look they have. I follow the instructions on how to wash but they get streaks on them and I got a small spot of ketchup on my pants and the stain will not come out.",4,SWEATY GENERALIST,25-34,"Align Pant 28"""
1627,I love these pants but really expected more from lulu considering the price tag. They are comfy but there's so much piling on them I wouldn't recommend. I have similar pairs of leggings that I care for in the same way and have roughly the same amount of times and they're holding up quite a bit better.,3,YOGI,25-34,"Align Pant 28"""
1628,I loved the feel and fit of these leggings! But like others have said mine started pilling in several places after only 3 months of wear even though I washed following the recommendations. I'm really bummed because I want to give these five stars!,2,SWEATY GENERALIST,25-34,"Align Pant 28"""
1629,"Really love lululemon pants and loved these, but soon after wearing them they started stretching out and piling. Hoping lululemon can help me out so that I can continue shopping there. I cannot wear these pants moving around too much because they become too loose, even though they fit when I first put them on.",3,SWEATY GENERALIST,25-34,"Align Pant 28"""
1630,"I wish I could say that I have used these to work out but sadly I have been nothing but a couch enthusiast...however these leggings are amazingly comfortable, soft and very flattering. I have only had wunder under leggings prior to these and appreciate the difference in fit. These offer less compression, yet are still form fitting. I think I could have sized down from my go to 6 but I am very happy this far with my purchase!",5,,35-44,"Align Pant 28"""
1631,I bought these pants for my daughter-in-law for Christmas. This is the second time that she has requested them - they are by far her favorite! I've added info for her below.,5,SWEATY GENERALIST,35-44,"Align Pant 28"""
1632,"When the first align pants came out I got them right away and was amazed! No pilling, seam ripping or anything. I then bought a 7/8 pair and full length pair and am disappointed as they are snagging and pilling. I still wear them and love the fabric but am so disappointed in the snags and pills:( still recommend buying as they last forever just be aware of a few pills and snags.",4,SWEATY GENERALIST,18-24,"Align Pant 28"""
1633,"First let me start by saying I love these pants, like LOVEEE these pants. I bought 5 pairs. I live in them. They are the most comfortable tights I've ever owned. But I am so, so sad that they are all getting pilly so quickly. I was hoping the other reviews weren't true or maybe they had fixed the issue, but I've only had my pants for 2-3 months and they're already falling apart. I take good care of them too, I wash them properly, never dry them and am super careful when I wear them. These are expensive pants, they absolutely should not be falling apart anywhere near this quickly. They were worth every penny, until they started pilling and it's just made me sad and lose confidence in the product. I wanted to purchase more, but not if this is what happens.",2,SWEATY GENERALIST,25-34,"Align Pant 28"""
